사용일,라인,역명,유임승차,무임승차,유임하차,무임하차
201612,8호선,복정,286213,40572,215761,36579
201612,8호선,산성,169614,35669,158854,39545
201612,8호선,석촌,226749,59568,239128,60173
201612,8호선,송파,139000,34709,137948,34909
201612,8호선,수진,124969,43480,112543,43327
201612,8호선,신흥,113860,45580,118844,47001
201612,8호선,암사,470695,89058,403239,87469
201612,8호선,잠실(송파구청),369494,61402,449657,57333
201612,8호선,장지,438736,61203,421056,58837
201612,8호선,강동구청,275526,61852,280596,62904
201612,9호선,가양,540801,119050,514321,115834
201612,9호선,개화,170013,33032,107375,25537
201612,9호선,고속터미널,451844,52922,598269,60390
201612,9호선,공항시장,72022,21192,80964,23488
201612,9호선,구반포,81118,23729,86492,23950
201612,9호선,국회의사당,456736,58599,460414,51890
201612,9호선,김포공항,273846,18581,353340,20304
201612,9호선,노들,121705,30048,102397,28309
201612,9호선,노량진,809184,88506,850315,92158
201612,9호선,당산,510875,61453,474434,56585
201612,9호선,동작(현충원),43696,11542,33088,9760
201612,9호선,등촌,246630,79038,240745,79822
201612,9호선,마곡나루,85621,9763,78308,9399
201612,9호선,사평,74440,14302,68388,14131
201612,9호선,샛강,134463,25442,145157,25877
201612,9호선,선유도,187603,24980,183978,24374
201612,9호선,신논현,898579,51685,917080,49079
201612,9호선,신목동,111803,18095,95398,16532
201612,9호선,신반포,87356,24097,88404,24988
201612,9호선,신방화,216547,43006,208554,43151
201612,9호선,양천향교,198502,38274,195974,37982
201612,9호선,여의도,573234,43642,544905,38754
201612,9호선,염창,447473,59305,428263,59195
201612,9호선,증미,184366,40886,189427,41369
201612,9호선,흑석(중앙대입구),268312,53644,280329,55183
201612,9호선2단계,봉은사,387987,35059,380522,33322
201612,9호선2단계,삼성중앙,130651,19476,137686,19243
201612,9호선2단계,종합운동장,172732,13534,138389,11167
201612,9호선2단계,언주,229629,24064,231362,23442
201612,9호선2단계,선정릉,194627,19497,202556,18827
201612,경강선,초월,52377,9596,48507,9595
201612,경강선,판교,71691,9274,69828,7132
201612,경강선,부발,41642,5034,34851,4674
201612,경강선,삼동,33449,6306,24292,6179
201612,경강선,세종대왕릉,5341,2974,5288,2974
201612,경강선,곤지암,51261,11074,45746,10601
201612,경강선,여주,48720,16202,46900,15712
201612,경강선,이매,35223,8758,20990,6647
201612,경강선,이천,60169,11168,62191,11862
201612,경강선,경기광주,123469,17587,121122,18351
201612,경강선,신둔도예촌,25379,5188,21759,4708
201612,경부선,지제,38851,5758,37668,5714
201612,경부선,명학,280159,42890,279830,42558
201612,경부선,진위,45451,8044,40423,7492
201612,경부선,천안,205225,59794,176892,58214
201612,경부선,평택,378804,68178,369059,66093
201612,경부선,화서,225283,41913,222773,42497
201612,경부선,병점,426998,56416,422109,55796
201612,경부선,서동탄,40734,8680,36447,8047
201612,경부선,서울역,14,0,0,0
201612,경부선,서정리,136012,24872,131884,24206
201612,경부선,석수,320302,46508,279267,44195
201612,경부선,성균관대,444335,52944,415610,52752
201612,경부선,성환,117368,20407,114511,19956
201612,경부선,세류,115467,19018,107031,19033
201612,경부선,세마,72148,12774,62486,12349
201612,경부선,송탄,130797,24904,125955,24451
201612,경부선,수원,1208232,143344,1299394,149897
201612,경부선,신길,283733,48060,225278,42740
201612,경부선,신도림,98616,19670,100090,22082
201612,경부선,안양,751967,115005,737266,116788
201612,경부선,영등포,1369605,279616,1488863,280516
201612,경부선,오산,280890,41455,260559,41791
201612,경부선,오산대,73458,10822,71207,10356
201612,경부선,용산,1090309,133065,1106943,132057
201612,경부선,의왕,230726,37898,215624,38001
201612,경부선,가산디지털단지,453395,29777,550837,32786
201612,경부선,관악,220212,53865,200602,51838
201612,경부선,광명,31058,2002,27075,2013
201612,경부선,구로,582225,94870,621572,91981
201612,경부선,군포,200626,34079,191654,32926
201612,경부선,금정,786822,107354,789318,108182
201612,경부선,금천구청,290208,76316,264391,76276
201612,경부선,남영,332824,42724,359930,44264
201612,경부선,노량진,488754,59370,460314,55900
201612,경부선,당정,202068,30331,192217,28868
201612,경부선,대방,423773,75650,418115,76028
201612,경부선,독산,434437,66934,452353,70203
201612,경부선,두정,171218,22520,185888,23269
201612,경부선,직산,24514,5290,26877,5381
201612,경원선,지행,189626,44914,187747,44459
201612,경원선,방학,219299,103014,207578,102292
201612,경원선,청량리(서울시립대입구),324870,135302,378909,145515
201612,경원선,한남,102632,32450,105610,30818
201612,경원선,회룡,277851,137239,257891,137311
201612,경원선,보산,47409,14512,43608,13651
201612,경원선,서빙고,49967,16461,52416,16334
201612,경원선,석계,280436,64755,313549,69241
201612,경원선,소요산,60727,62044,45956,54046
201612,경원선,신이문,242536,67310,205445,65485
201612,경원선,양주,234456,51305,202261,48309
201612,경원선,옥수,1588,103,840,71
201612,경원선,왕십리(성동구청),491522,61441,535823,65836
201612,경원선,외대앞,330037,56822,305731,56214
201612,경원선,월계,131327,51797,116341,49244
201612,경원선,응봉,43113,17784,34453,16299
201612,경원선,의정부,587779,123238,617981,124152
201612,경원선,이촌(국립중앙박물관),115230,29832,86452,24051
201612,경원선,가능,174862,62512,162666,61297
201612,경원선,광운대,253739,54009,233304,53958
201612,경원선,녹양,125257,33530,111960,31490
201612,경원선,녹천,125193,38340,97265,35045
201612,경원선,덕계,51094,16382,44618,15971
201612,경원선,덕정,181966,34636,172119,35047
201612,경원선,도봉,135778,67811,126931,68323
201612,경원선,도봉산,160433,82229,88114,64033
201612,경원선,동두천,51194,18277,59873,24419
201612,경원선,동두천중앙,85819,39827,78818,40235
201612,경원선,망월사,197230,67696,195277,69610
201612,경원선,창동,2,0,0,0
201612,경의선,일산,237136,55169,224018,55045
201612,경의선,백마,175523,30575,156259,30318
201612,경의선,파주,39986,6956,26999,5492
201612,경의선,풍산,118610,28045,107706,28075
201612,경의선,행신,204010,34189,189294,34389
201612,경의선,홍대입구,45857,4643,69240,5596
201612,경의선,화전,65431,7902,60286,7533
201612,경의선,효창공원앞,53589,10618,56132,11608
201612,경의선,서강대,56407,8691,57958,8047
201612,경의선,서울역,77083,9496,91844,11893
201612,경의선,수색,53515,16599,58572,17258
201612,경의선,신촌,20789,3048,27998,3884
201612,경의선,야당,86580,20515,79199,19845
201612,경의선,운정,125658,28842,112020,27651
201612,경의선,월롱,62092,8009,66995,8765
201612,경의선,가좌,97143,41613,84580,42467
201612,경의선,강매,62706,14826,50410,14071
201612,경의선,곡산,12652,4347,12442,4235
201612,경의선,공덕,54869,9358,57633,9796
201612,경의선,금릉,127574,24323,125687,23710
201612,경의선,금촌,187170,42133,176530,42800
201612,경의선,능곡,88598,29127,79994,28065
201612,경의선,디지털미디어시티,62029,10038,55901,10063
201612,경의선,문산,153235,42072,148874,41751
201612,경의선,탄현,205151,37017,192447,36043
201612,경인선,인천,104645,32960,85032,30337
201612,경인선,제물포,278749,53970,259956,54753
201612,경인선,주안,724706,106614,664654,98509
201612,경인선,중동,255692,65232,233976,64967
201612,경인선,백운,228968,65549,219963,66307
201612,경인선,부개,265957,64487,245016,63298
201612,경인선,부천,1107373,208277,1094187,207865
201612,경인선,부평,1075610,143187,1197288,146541
201612,경인선,소사,321944,86391,312502,85174
201612,경인선,송내,915320,117784,897694,115654
201612,경인선,역곡,835753,144955,788994,145544
201612,경인선,오류동,294893,87516,267677,85153
201612,경인선,온수(성공회대입구),185952,44867,176537,44601
201612,경인선,간석,170028,45356,159235,43916
201612,경인선,개봉,607478,156949,604487,163043
201612,경인선,구일,177987,32816,183198,32455
201612,경인선,도원,93126,35741,95296,37102
201612,경인선,도화,90175,36476,78661,35696
201612,경인선,동암,557080,112177,550600,112758
201612,경인선,동인천,479680,126779,449490,122120
201612,경춘선,평내호평,140222,39347,134884,36843
201612,경춘선,천마산,27377,13734,24538,13626
201612,경춘선,춘천,46038,14776,41184,12018
201612,경춘선,굴봉산,4243,1200,4499,1220
201612,경춘선,청평,55696,13659,48483,13308
201612,경춘선,강촌,15316,3013,13325,2968
201612,경춘선,갈매,37465,11282,30768,10299
201612,경춘선,가평,56249,11649,60914,11134
201612,경춘선,마석,78070,29574,80561,29583
201612,경춘선,남춘천,73523,22810,73924,23263
201612,경춘선,백양리,9042,814,8189,858
201612,경춘선,김유정,10576,2633,11849,2648
201612,경춘선,별내,56859,15128,54975,14603
201612,경춘선,사릉,89460,17820,82372,17316
201612,경춘선,상천,6593,3327,6140,3274
201612,경춘선,대성리,15873,4092,15487,3737
201612,경춘선,금곡,30374,13566,29446,12794
201612,경춘선,신내,14668,6153,16868,5426
201612,경춘선,퇴계원,82867,23458,72216,22284
201612,공항철도 1호선,공항화물청사,71766,7514,80214,7512
201612,공항철도 1호선,공덕,42187,6086,56246,6581
201612,공항철도 1호선,계양,313762,30229,288764,29381
201612,공항철도 1호선,검암,271033,24653,260641,24322
201612,공항철도 1호선,운서,149528,23025,148053,22541
201612,공항철도 1호선,영종,42860,10719,40805,10805
201612,공항철도 1호선,서울역,284662,29808,238590,25350
201612,공항철도 1호선,홍대입구,260479,16781,259928,15907
201612,공항철도 1호선,청라국제도시,142598,8522,135975,8512
201612,공항철도 1호선,인천국제공항,398647,36805,374150,34512
201612,공항철도 1호선,디지털미디어시티,349788,22815,302065,20795
201612,공항철도 1호선,김포공항,298046,17085,182272,12519
201612,과천선,범계,873632,109580,854917,107430
201612,과천선,인덕원,728896,104367,699705,106534
201612,과천선,평촌,455715,61625,444838,61954
201612,과천선,대공원,101634,31516,106282,33885
201612,과천선,정부과천청사,328940,67456,305174,64589
201612,과천선,선바위,258496,30873,203522,28957
201612,과천선,경마공원,171545,60949,175786,60864
201612,과천선,과천,132739,34758,103396,33278
201612,분당선,가천대,268475,23731,299160,25909
201612,분당선,한티,367645,66608,388343,67498
201612,분당선,개포동,92098,21684,92895,22539
201612,분당선,구룡,47450,18261,43464,18465
201612,분당선,구성,117605,39765,112301,40406
201612,분당선,기흥,217446,30563,206612,31575
201612,분당선,대모산입구,81171,28523,70965,27629
201612,분당선,도곡,166238,40505,178034,41596
201612,분당선,망포,364063,29444,326415,28155
201612,분당선,매교,69290,17564,67795,17666
201612,분당선,매탄권선,123175,14186,113812,13694
201612,분당선,모란,570551,152727,551846,166696
201612,분당선,미금,493753,120593,520764,133521
201612,분당선,보정,62712,25350,47818,23533
201612,분당선,복정,3,0,0,0
201612,분당선,상갈,132123,30553,122892,28399
201612,분당선,서울숲,174414,21572,170521,20936
201612,분당선,서현,726251,133655,746963,131865
201612,분당선,선릉,237397,27494,504662,47716
201612,분당선,선정릉,207092,38854,233695,39472
201612,분당선,수내,361949,80455,361839,79663
201612,분당선,수서,275735,50715,280322,51387
201612,분당선,수원,286787,26853,188154,16286
201612,분당선,수원시청,305439,34683,347802,35258
201612,분당선,신갈,115399,30191,108014,29588
201612,분당선,압구정로데오,423685,40112,490002,38131
201612,분당선,야탑,746166,155565,788995,153796
201612,분당선,영통,258248,27964,260257,27882
201612,분당선,오리,377311,94294,313154,79367
201612,분당선,이매,139234,40580,143613,42117
201612,분당선,정자,453480,82118,499696,81078
201612,분당선,죽전,437367,80626,492960,90055
201612,분당선,청명,114571,16503,103398,16688
201612,분당선,태평,380566,88402,355739,90752
201612,분당선,강남구청,226888,38722,268594,41536
201612,수인선,남동인더스파크,59667,4745,66363,4825
201612,수인선,달월,2386,1060,2033,534
201612,수인선,소래포구,112398,43261,105483,42749
201612,수인선,송도,75705,20610,71933,20691
201612,수인선,숭의,70149,22566,66885,21745
201612,수인선,신포,45307,11484,48129,11514
201612,수인선,호구포,98103,16433,98958,16546
201612,수인선,원인재,132372,27561,132137,27472
201612,수인선,월곶,70087,13159,63964,12964
201612,수인선,인천,20801,8681,40553,11170
201612,수인선,인천논현,166490,30931,172430,30362
201612,수인선,인하대,139721,20208,128531,18758
201612,수인선,연수,136326,26619,134760,26545
201612,안산선,고잔,251952,35161,245710,33893
201612,안산선,대야미,104521,21447,92329,20242
201612,안산선,반월,133066,27862,119444,27123
201612,안산선,산본,484800,101278,516383,103679
201612,안산선,상록수,575433,84565,556777,85039
201612,안산선,수리산,113067,30695,81822,28829
201612,안산선,한대앞,259540,41068,249198,40499
201612,안산선,안산,488319,44275,449473,41366
201612,안산선,오이도,241209,30290,230964,30058
201612,안산선,정왕,258126,24104,272942,25400
201612,안산선,중앙,486384,59137,515618,58361
201612,안산선,초지,115291,15273,111974,14532
201612,안산선,신길온천,46753,8413,41859,8279
201612,일산선,대곡,37150,9061,26030,7918
201612,일산선,화정,497514,132807,521734,136086
201612,일산선,마두,186888,77358,196144,79770
201612,일산선,대화,389754,91618,303444,82848
201612,일산선,지축,0,1,0,0
201612,일산선,주엽,203446,98792,203676,101936
201612,일산선,정발산,238097,56757,258490,53639
201612,일산선,원흥,162909,37571,136142,34830
201612,일산선,원당,301204,85236,282251,84801
201612,일산선,백석,305707,78262,303666,76199
201612,일산선,삼송,356374,80964,329465,81105
201612,장항선,쌍용(나사렛대),65509,14918,60114,14417
201612,장항선,신창(순천향대),51193,8080,46782,7705
201612,장항선,온양온천,96667,70245,97336,69939
201612,장항선,봉명,29032,13374,28418,13072
201612,장항선,아산,78691,8890,66581,8096
201612,장항선,배방,24149,7472,22710,7332
201612,중앙선,구리,350690,83334,368151,84875
201612,중앙선,회기,815864,131425,789904,130829
201612,중앙선,덕소,153820,49319,152163,49332
201612,중앙선,도농,228540,56516,195688,53957
201612,중앙선,도심,61559,20131,47978,19452
201612,중앙선,망우,199079,66432,191770,67200
201612,중앙선,상봉(시외버스터미널),141081,35586,137029,34249
201612,중앙선,신원,4138,2593,3919,2230
201612,중앙선,아신,18423,5639,18697,5396
201612,중앙선,양수,41944,15708,41731,15794
201612,중앙선,양원,42372,15787,43630,15580
201612,중앙선,양정,18417,7129,15715,6238
201612,중앙선,양평,86566,32639,86610,32995
201612,중앙선,오빈,7225,3682,6793,3602
201612,중앙선,용문,47367,35158,47526,34572
201612,중앙선,운길산,21107,7539,19261,7531
201612,중앙선,원덕,7246,4979,6942,4866
201612,중앙선,중랑,137621,50425,127796,49870
201612,중앙선,팔당,17514,4998,17084,4456
201612,중앙선,국수,18876,7997,17775,8005
201701,1호선,동대문,325095,119005,380025,123511
201701,1호선,동묘앞,154770,122514,169750,124457
201701,1호선,서울역,1554791,195708,1351926,179838
201701,1호선,시청,619719,106795,615015,103829
201701,1호선,청량리(서울시립대입구),508158,338786,530458,342927
201701,1호선,제기동,282753,308591,279835,330745
201701,1호선,종각,1231571,141085,1152240,131365
201701,1호선,종로3가,716837,328316,676534,302961
201701,1호선,종로5가,525915,229453,528244,218366
201701,1호선,신설동,335501,110943,330388,105377
201701,2호선,강남,2974554,158179,2996605,139911
201701,2호선,홍대입구,2281971,104746,2427054,102350
201701,2호선,건대입구,1220123,86265,1339798,90796
201701,2호선,교대(법원.검찰청),898850,145579,1013769,161225
201701,2호선,구로디지털단지,1691930,152342,1691393,154155
201701,2호선,구의(광진구청),601330,98482,588063,99731
201701,2호선,낙성대,776266,99186,745178,99986
201701,2호선,당산,526992,57647,595658,62078
201701,2호선,대림(구로구청),791033,105236,819089,109160
201701,2호선,도림천,22883,5179,25946,5955
201701,2호선,동대문역사문화공원,448934,51459,524825,55218
201701,2호선,뚝섬,390979,56918,415742,57201
201701,2호선,문래,468574,73569,477017,73018
201701,2호선,방배,478871,73197,482347,71985
201701,2호선,봉천,537433,130485,487459,131562
201701,2호선,사당,1022523,170271,1209511,163583
201701,2호선,삼성(무역센터),1503128,121565,1550428,124989
201701,2호선,상왕십리,277218,56971,260944,57550
201701,2호선,서울대입구(관악구청),1313526,189566,1291635,183007
201701,2호선,서초,558665,74810,557995,74098
201701,2호선,선릉,1395768,188919,1195848,157406
201701,2호선,성수,670857,91698,733208,93571
201701,2호선,시청,644373,63504,612336,57626
201701,2호선,신답,27487,8917,32411,9733
201701,2호선,신당,329593,97624,352442,98859
201701,2호선,신대방,703147,116027,658714,119126
201701,2호선,신도림,1594741,184282,1589543,176557
201701,2호선,신림,1859342,218538,1821722,223957
201701,2호선,신설동,83826,31006,77810,31418
201701,2호선,신정네거리,229252,58529,234728,59222
201701,2호선,신촌,1330202,127638,1353252,125095
201701,2호선,아현,212147,56515,199839,55966
201701,2호선,양천구청,161756,40572,170698,41199
201701,2호선,역삼,1204407,141353,1322767,141825
201701,2호선,영등포구청,520987,95293,524795,93628
201701,2호선,왕십리(성동구청),501916,53008,419654,44771
201701,2호선,용답,57081,15288,57058,15073
201701,2호선,용두(동대문구청),45721,22497,46941,23821
201701,2호선,을지로3가,509048,80774,500755,78126
201701,2호선,을지로4가,277033,90291,269369,83670
201701,2호선,을지로입구,1369701,107577,1362079,98383
201701,2호선,이대,456636,52941,480950,54056
201701,2호선,잠실(송파구청),2409488,190699,2225484,178075
201701,2호선,잠실나루,423479,78367,400949,78870
201701,2호선,잠실새내,662847,106545,672814,104859
201701,2호선,종합운동장,299679,43948,333234,46394
201701,2호선,충정로(경기대입구),280442,48694,300860,48855
201701,2호선,한양대,214902,13509,238024,14482
201701,2호선,합정,885341,65886,919289,64590
201701,2호선,강변(동서울터미널),1305307,125845,1305670,122943
201701,3호선,가락시장,219673,64750,212160,64216
201701,3호선,홍제,429028,138185,400663,137638
201701,3호선,경찰병원,186206,35341,185392,36262
201701,3호선,고속터미널,1622126,160570,1587130,152627
201701,3호선,교대(법원.검찰청),344755,61847,234821,40001
201701,3호선,구파발,495978,89365,436803,82386
201701,3호선,금호,192812,48993,176318,48357
201701,3호선,남부터미널(예술의전당),946260,114540,974445,114810
201701,3호선,녹번,315277,62500,266759,61404
201701,3호선,대청,235287,46342,206990,44247
201701,3호선,대치,308774,55536,291650,53840
201701,3호선,도곡,162653,25799,157899,21634
201701,3호선,독립문,148788,63622,153257,63310
201701,3호선,동대입구,285988,33317,315039,35627
201701,3호선,매봉,285079,49978,279157,45514
201701,3호선,무악재,91279,29791,88255,31929
201701,3호선,불광,420257,135795,460584,149012
201701,3호선,수서,403743,88076,392563,84714
201701,3호선,신사,839190,66403,911447,64454
201701,3호선,안국,600328,111876,628531,121156
201701,3호선,압구정,883061,129806,976957,128090
201701,3호선,약수,329769,76907,315278,74255
201701,3호선,양재(서초구청),1012534,139586,1091388,141132
201701,3호선,연신내,985769,236043,937049,228861
201701,3호선,오금,176273,24264,156596,22763
201701,3호선,옥수,228050,51034,237375,51734
201701,3호선,을지로3가,206054,54125,241821,54243
201701,3호선,일원,198444,50541,208578,53294
201701,3호선,잠원,139642,30355,134253,29548
201701,3호선,종로3가,202363,51523,274709,56637
201701,3호선,지축,25325,9571,25906,10936
201701,3호선,충무로,48,3,0,0
201701,3호선,학여울,68235,18267,70313,18047
201701,3호선,경복궁(정부서울청사),580312,77657,603631,74980
201701,4호선,길음,614393,131481,572533,133497
201701,4호선,회현(남대문시장),661549,159816,697282,158638
201701,4호선,노원,589209,81634,676430,79743
201701,4호선,당고개,297870,82414,273826,81980
201701,4호선,동대문,562923,126558,587013,120131
201701,4호선,동대문역사문화공원,604053,58226,548012,52104
201701,4호선,동작(현충원),47689,16568,50522,16733
201701,4호선,명동,1089971,66256,1189165,67658
201701,4호선,미아(서울사이버대학),415303,120040,370469,119840
201701,4호선,미아사거리,776710,169238,753409,170832
201701,4호선,사당,769501,83529,623972,81684
201701,4호선,삼각지,116988,28671,145298,31115
201701,4호선,상계,514135,104759,452631,103029
201701,4호선,서울역,299984,35472,546543,43053
201701,4호선,성신여대입구(돈암),640135,94729,600612,90985
201701,4호선,수유(강북구청),1066436,231532,1035754,231340
201701,4호선,숙대입구(갈월),392035,53690,389652,50832
201701,4호선,신용산,333785,43923,353225,44434
201701,4호선,쌍문,818891,151073,701937,146957
201701,4호선,이촌(국립중앙박물관),264458,41868,285780,44905
201701,4호선,창동,682581,171691,734354,180580
201701,4호선,총신대입구(이수),503142,127278,573165,135397
201701,4호선,충무로,770710,115442,796602,116402
201701,4호선,한성대입구(삼선교),362313,70666,343869,69921
201701,4호선,혜화,1077823,123073,1131304,130789
201701,4호선,남태령,39992,7494,20790,6592
201701,5호선,강동,457867,83503,390409,75702
201701,5호선,화곡,720603,124393,665526,120322
201701,5호선,개화산,143157,30668,132350,29253
201701,5호선,거여,148034,44497,138465,43467
201701,5호선,고덕,185690,50733,183220,48965
201701,5호선,공덕,325346,41407,347895,38490
201701,5호선,광나루(장신대),337049,55461,297318,54276
201701,5호선,광화문(세종문화회관),1015662,81084,1049685,79026
201701,5호선,군자(능동),279745,35303,356706,42618
201701,5호선,굽은다리(강동구민회관앞),226818,56644,215580,52237
201701,5호선,길동,166721,53757,174853,55757
201701,5호선,김포공항,211735,25623,181965,24743
201701,5호선,까치산,740196,139323,697423,140042
201701,5호선,답십리,390384,74605,352825,72711
201701,5호선,동대문역사문화공원,77513,9691,92372,10622
201701,5호선,둔촌동,296845,69025,293121,71489
201701,5호선,마곡,120861,18045,101676,16988
201701,5호선,마장,136780,43938,130070,44001
201701,5호선,마천,106190,43378,105851,45734
201701,5호선,마포,356083,56980,369781,56780
201701,5호선,명일,178353,54141,178025,55473
201701,5호선,목동,450942,74761,484154,76783
201701,5호선,발산,304179,52511,303736,50632
201701,5호선,방이,169466,37726,172128,37701
201701,5호선,방화,172331,41239,162096,40349
201701,5호선,상일동,257428,53404,211516,51584
201701,5호선,서대문,399925,62578,412562,60154
201701,5호선,송정,218929,55361,214438,57672
201701,5호선,신금호,134022,34966,130219,39098
201701,5호선,신길,74219,10812,86647,11459
201701,5호선,신정(은행정),365286,53261,282319,51663
201701,5호선,아차산(어린이대공원후문),325246,80159,311166,74478
201701,5호선,애오개,162365,34731,165339,33862
201701,5호선,양평,153086,25521,154618,25546
201701,5호선,여의나루,179121,22894,193319,22634
201701,5호선,여의도,616927,49291,676185,48606
201701,5호선,영등포구청,76959,17630,81468,16851
201701,5호선,영등포시장,174784,67495,193555,68818
201701,5호선,오금,87121,15288,87219,14927
201701,5호선,오목교(목동운동장앞),665749,77170,719065,76051
201701,5호선,올림픽공원(한국체대),120671,29243,115290,26860
201701,5호선,왕십리(성동구청),124539,22526,153071,21863
201701,5호선,우장산,371493,71224,366069,73335
201701,5호선,을지로4가,103092,38864,118577,41122
201701,5호선,장한평,438954,86952,438203,88135
201701,5호선,종로3가,294141,114602,283853,118640
201701,5호선,천호(풍납토성),475811,131438,491938,137444
201701,5호선,청구,88991,23987,88244,19241
201701,5호선,충정로(경기대입구),113385,16859,115288,17485
201701,5호선,행당,195289,43216,169623,39413
201701,5호선,개롱,154125,38378,152945,39634
201701,6호선,고려대(종암),224013,30545,213342,31078
201701,6호선,효창공원앞,162186,36310,149654,35076
201701,6호선,광흥창(서강),219677,50519,213865,49498
201701,6호선,구산,180678,49336,121589,50658
201701,6호선,녹사평(용산구청),180129,18262,194216,17934
201701,6호선,대흥(서강대앞),184003,38212,193000,38849
201701,6호선,독바위,67113,17947,68932,21484
201701,6호선,돌곶이,213354,56314,191828,56191
201701,6호선,동묘앞,195323,60469,195786,55196
201701,6호선,디지털미디어시티,357582,53387,400404,53060
201701,6호선,마포구청,317016,72128,277364,66699
201701,6호선,망원,312005,78840,343302,83555
201701,6호선,버티고개,56383,12683,51173,14251
201701,6호선,보문,203992,33916,181723,32614
201701,6호선,봉화산(서울의료원),222091,45589,204888,44982
201701,6호선,불광,131302,36825,128460,29299
201701,6호선,삼각지,180327,19030,146759,16066
201701,6호선,상수,301359,21064,354369,21581
201701,6호선,상월곡(한국과학기술연구원),138124,33809,118792,32995
201701,6호선,새절(신사),301854,76900,281736,79056
201701,6호선,석계,307043,66712,306499,67284
201701,6호선,신당,202934,33643,207594,32338
201701,6호선,안암(고대병원앞),306744,27979,309509,27000
201701,6호선,약수,82136,21315,84264,19361
201701,6호선,역촌,80734,29945,101254,29538
201701,6호선,연신내,9,1,0,0
201701,6호선,월곡(동덕여대),278435,67453,264916,67767
201701,6호선,월드컵경기장(성산),124113,43150,131805,42584
201701,6호선,응암,412539,96949,402272,96230
201701,6호선,이태원,455375,33560,505954,35262
201701,6호선,증산(명지대앞),241009,60576,225420,60828
201701,6호선,창신,75872,15601,59752,14817
201701,6호선,청구,91611,16628,94357,20441
201701,6호선,태릉입구,121967,24579,140256,25404
201701,6호선,한강진,184793,11970,224673,12060
201701,6호선,합정,365006,34763,337449,32236
201701,6호선,화랑대(서울여대입구),309171,40652,231787,36853
201701,6호선,공덕,437142,64656,429046,61076
201701,7호선,가산디지털단지,1118954,68374,1109669,63624
201701,7호선,학동,560001,53672,629071,51012
201701,7호선,건대입구,432578,48544,482813,44300
201701,7호선,고속터미널,607793,72493,490692,63749
201701,7호선,공릉(서울과학기술대),286665,59742,284481,60642
201701,7호선,광명사거리,662923,137159,639146,140723
201701,7호선,군자(능동),356354,69848,215174,50788
201701,7호선,굴포천,234523,29287,244040,29797
201701,7호선,까치울,165226,18870,148958,18872
201701,7호선,남구로,426805,54502,443295,55780
201701,7호선,남성,268452,61115,247552,62414
201701,7호선,내방,344803,57861,357414,56903
201701,7호선,노원,523864,100487,570375,100827
201701,7호선,논현,516878,46081,576249,46132
201701,7호선,대림(구로구청),308938,33086,311341,31930
201701,7호선,도봉산,215779,33166,247471,46777
201701,7호선,뚝섬유원지,188746,33691,178982,33253
201701,7호선,마들,286289,67306,256204,66858
201701,7호선,먹골,254075,52263,241798,52754
201701,7호선,면목,362724,75790,345302,77847
201701,7호선,반포,154791,28274,148188,27375
201701,7호선,보라매,225403,37986,225812,37577
201701,7호선,부천시청,330227,39972,334075,38794
201701,7호선,부천종합운동장,134341,14403,121350,13894
201701,7호선,부평구청,317008,26844,245853,24062
201701,7호선,사가정,373884,82675,366885,81734
201701,7호선,삼산체육관,132342,21104,117109,20681
201701,7호선,상도,251215,54388,234141,51213
201701,7호선,상동,377838,39349,389089,39898
201701,7호선,상봉(시외버스터미널),443293,65989,422669,63010
201701,7호선,수락산,327787,76136,313207,75665
201701,7호선,숭실대입구(살피재),329586,51772,322837,53247
201701,7호선,신대방삼거리,380857,83361,359811,84883
201701,7호선,신중동,375574,42624,370872,41417
201701,7호선,신풍,254788,57682,239813,58611
201701,7호선,어린이대공원(세종대),337753,37053,327315,35875
201701,7호선,온수(성공회대입구),262024,30773,246214,30712
201701,7호선,용마산,150344,31707,133377,34700
201701,7호선,이수,418962,69748,418429,66818
201701,7호선,장승배기,252327,68606,244674,69704
201701,7호선,장암,60157,6129,20949,3597
201701,7호선,중계,359196,82207,321173,79359
201701,7호선,중곡,235393,55335,214914,56421
201701,7호선,중화,274572,53421,258648,53243
201701,7호선,천왕,199337,40195,180846,40113
201701,7호선,철산,610353,89071,621737,87693
201701,7호선,청담,524944,66634,618836,65238
201701,7호선,춘의,223125,24264,216828,23645
201701,7호선,태릉입구,206309,35263,186159,31707
201701,7호선,하계,480399,94341,451451,89383
201701,7호선,강남구청,379959,43285,421715,43461
201701,8호선,가락시장,167936,52102,205989,50940
201701,8호선,천호(풍납토성),463953,82793,535671,79310
201701,8호선,남한산성입구(성남법원.검찰청),328780,66092,285997,64045
201701,8호선,단대오거리,277515,62246,265504,58505
201701,8호선,모란,87158,46993,68323,32725
201701,8호선,몽촌토성(평화의문),149982,35558,160554,35378
201701,8호선,문정,252397,32378,256519,32052
201701,8호선,복정,241244,35878,183970,32276
201701,8호선,산성,149389,31768,140148,35240
201701,8호선,석촌,209828,53381,224004,53845
201701,8호선,송파,117702,31011,118341,31153
201701,8호선,수진,113149,40662,101408,39934
201701,8호선,신흥,105125,41372,111297,42761
201701,8호선,암사,426368,78955,370997,78477
201701,8호선,잠실(송파구청),353476,56167,416955,51783
201701,8호선,장지,397620,53803,385343,52044
201701,8호선,강동구청,251454,55460,257843,56357
201701,9호선,가양,494123,108008,473345,105497
201701,9호선,개화,148304,27753,95286,21405
201701,9호선,고속터미널,355376,43566,545098,51190
